,P6426,P6440,P7040,OFICIO,P6430,RAMA4D_R4,INGLABO
16367,24,2,1,45,4,4773,70000
16368,180,2,2,58,4,8010,700000
16369,0,1,2,97,4,4923,0
16370,0,1,2,45,1,4724,372000
16371,3,2,2,37,4,5320,350000
16372,3,1,2,3,1,7810,990000
16373,21,1,2,58,1,5210,1100000
16374,0,1,2,55,1,6820,950000
16375,36,1,2,77,1,5611,1060000
16376,3,2,2,37,4,5320, 
16377,348,1,2,58,1,4711,908526
16378,12,2,2,98,4,4923,1100000
16379,24,1,2,54,3,9700,1088526
16380,7,2,2,55,4,8121,600000
16381,144,2,2,79,4,1410,200000
16382,312,2,2,88,4,4774,1200000
16383,8,1,2,77,1,5619,908526
16384,1,1,2,77,1,5619,908526
16385,12,1,2,79,1,1410,200000
16386,12,1,2,79,1,1410,400000
16387,24,1,2,79,1,1410, 
16388,2,1,2,98,4,4921,480000
16389,24,2,2,45,4,4789, 
16390,36,1,2,54,3,9700,1168526
16391,36,1,2,79,1,1410,908526
16392,120,2,2,80,5,1521, 
16393,192,2,2,37,4,5320,300000
16394,0,1,1,45,4,4799,650000
16395,3,1,2,97,1,1104,1052526
16396,10,1,2,53,1,5511,948000
16397,48,2,2,77,4,5619,200000
16398,10,1,2,16,1,5911,1000000
16399,72,1,2,58,1,6820,1150000
16400,12,1,2,54,3,9700,1088526
16401,60,1,2,40,1,4773,2000000
16402,0,1,1,16,1,5911,1508526
16403,18,1,2,21,1,1522,1242000
16404,14,1,2,59,1,8730,1168526
16405,2,1,2,97,1,7110,908526
16406,24,2,2,45,4,5619,300000
16407,11,1,2,45,1,4759,908526
16408,3,1,2,99,1,4210,908526
16409,15,2,1,13,4,8553,1600000
16410,2,1,2,39,4,8544,4000000
16411,96,1,2,30,1,5611,2200000
16412,2,1,2,19,4,8544,2200000
16413,60,1,2,97,1,3700,908526
16414,348,1,2,39,1,1410,1800000
16415,72,2,1,13,4,8553,5000000
16416,10,1,2,17,4,8544,2300000
16417,240,1,2,90,1,3250,1400000
16418,360,2,2,81,4,3110,1500000
16419,14,2,2,53,4,5619,200000
16420,6,1,2,77,1,1081,1024000
16421,180,1,2,11,1,7810,2500000
16422,12,2,2,77,4,5619,500000
16423,72,2,2,98,4,4921,900000
16424,96,1,2,38,1,8220,908000
16425,240,2,2,45,4,4792,300000
16426,9,1,2,45,1,4724,1200000
16427,0,1,2,95,1,4111,1000000
16428,18,2,2,97,4,5320,1200000
16429,2,2,1,97,4,5320,240000
16430,60,2,2,16,4,7410,300000
16431,5,1,2,62,1,4921,908000
16432,84,1,2,11,1,6412,1500000
16433,144,2,2,45,4,4781,1200000
16434,18,1,2,70,1,1410,1000000
16435,6,1,2,2,1,2821,1460000
16436,36,1,2,39,1,4752,2100000
16437,240,2,2,45,4,3830,280000
16438,5,2,2,45,4,4781,500000
16439,10,1,1,79,4,1410,390000
16440,12,2,2,13,4,8890,1500000
16441,72,2,2,79,4,1410,2000000
16442,120,1,2,30,1,7911,8000000
16443,0,1,2,79,1,1410,908526
16444,0,1,2,39,1,8299,141000
16445,6,2,2,95,4,4111,1000000
16446,8,1,2,45,1,145,908526
16447,96,1,1,2,1,7110,1400000
16448,3,1,2,59,1,8621,1713000
16449,300,2,2,41,4,4771, 
16450,24,2,2,41,4,4512,2000000
16451,24,2,2,39,6,4512, 
16452,14,1,2,37,1,4321,908526
16453,5,1,2,45,1,1104,1100000
16454,1,2,1,2,4,7110,300000
16455,6,1,2,8,1,6209,1500000
16456,36,2,2,41,5,4724,1000000
16457,48,1,2,45,1,4724,1380000
16458,36,2,2,97,4,5224,250000
16459,120,2,2,79,4,1410,1000000
16460,48,2,2,79,4,1410,700000
16461,36,1,2,33,1,4752,1760000
16462,36,2,2,79,4,1410,600000
16463,6,2,2,45,4,4781,450000
16464,1,1,2,45,1,4781,420000
16465,1,2,2,45,4,4781,200000
16466,152,2,2,97,4,5320,150000
16467,9,1,2,54,3,9700,720000
16468,132,1,2,13,2,8530,1500000
16469,36,1,1,12,4,8412,2700000
16470,9,1,2,39,1,4210,1019000
16471,96,2,2,41,4,4711,0
16472,96,2,2,45,6,4711, 
16473,1,1,1,53,1,5619,80000
16474,120,2,2,44,4,4620,100000
16475,180,2,2,41,4,4711,120000
16476,18,2,2,45,6,4711, 
16477,144,1,1,77,1,1081,290000
16478,480,2,2,61,4,123, 
16479,216,1,2,13,2,8530,2000000
16480,0,1,2,53,1,5611,60000
16481,480,2,2,62,4,161,170000
16482,480,2,2,61,4,111,100000
16483,12,2,2,61,4,161,120000
16484,18,1,2,2,1,4210,1800000
16485,2,1,2,2,1,4290,2420000
16486,36,1,2,45,4,9200,415000
16487,24,2,2,61,4,161,0
16488,48,2,1,61,4,121,50000
16489,250,2,2,61,4,161,300000
16490,84,2,2,61,4,121,0
16491,480,2,2,61,4,141,600000
16492,480,2,2,61,4,161,0
16493,7,2,2,62,4,161,300000
16494,72,1,2,32,1,8621,1150000
16495,3,2,2,83,4,2511,200000
16496,360,2,2,61,4,111,650000
16497,60,2,2,62,6,161, 
16498,24,2,2,62,4,121,200000
16499,1,1,2,54,3,9700,200000
16500,6,1,2,62,1,141,240000
16501,24,2,2,61,4,121,40000
16502,2,2,2,61,4,161,448000
16503,60,2,2,61,4,161,720000
16504,120,2,1,51,4,5511,270000
16505,2,2,1,41,4,4722,150000
16506,36,1,2,62,8,122,700000
16507,36,1,2,45,1,4542,1000000
16508,36,1,2,33,1,4711,908526
16509,9,2,2,61,4,161,350000
16510,180,1,2,13,2,8530,1500000
16511,12,2,2,45,7,4719, 
16512,12,2,2,41,5,4771,4000000
16513,60,2,2,45,4,9200,100000
16514,384,2,2,61,4,113,200000
16515,36,1,2,45,1,4752,700000
16516,7,2,2,97,4,5224,400000
16517,24,2,2,45,4,4792,100000
16518,6,2,2,98,4,4921,500000
16519,12,2,2,45,4,4781,600000
16520,48,2,2,57,4,9602, 
16521,12,2,2,83,4,3311,40000
16522,12,2,2,41,4,4759,20000
16523,1,1,2,93,1,4330,350000
16524,4,2,2,45,4,4792,70000
16525,180,2,1,77,4,1011,500000
16526,24,1,2,45,1,4721,840000
16527,4,2,2,79,4,9529,50000
16528,12,1,2,95,1,4111,908526
16529,72,1,2,58,1,2395,1200000
16530,60,2,2,55,4,8121,400000
16531,36,1,2,45,1,2229,908526
16532,16,1,2,39,1,8412,908526
16533,36,1,2,97,1,2023,908526
16534,18,1,2,17,1,6010,800000
16535,163,1,2,58,1,6820,1287000
16536,18,1,2,58,1,6820,1250000
16537,24,2,2,45,4,4789,100000
16538,9,1,2,58,1,2100,908526
16539,18,2,2,45,4,4781,900000
16540,7,1,2,54,1,5511,1100000
16541,2,1,2,45,1,1081,570000
16542,2,1,2,91,4,1702,360000
16543,36,1,2,39,4,8610,1500000
16544,24,1,2,93,1,5320,1500000
16545,6,1,2,13,2,8530,908526
16546,288,1,2,99,2,2520,908526
16547,8,1,2,13,4,8530, 
16548,12,1,2,38,1,8220,908526
16549,48,1,2,59,1,8610,1300000
16550,36,1,2,95,1,4723,1600000
16551,12,1,2,21,4,6020, 
16552,2,2,2,53,5,5611,1200000
16553,2,2,2,53,4,5611, 
16554,1,1,2,53,1,5611,360000
16555,2,1,2,53,1,5611,900000
16556,3,1,2,33,1,4761,1100000
16557,120,2,2,45,4,4792,52000
16558,4,1,2,13,1,8530,908526
16559,240,2,2,98,4,4921, 
16560,1,1,2,3,1,5121, 
16561,60,2,2,99,4,4520, 
16562,132,1,2,13,1,8530,908526
16563,1,1,2,54,3,9700,600000
16564,12,1,2,33,1,4711,908526
16565,4,1,2,45,1,4711,1480000
16566,107,1,2,40,1,4711,1200000
16567,60,1,2,53,1,5619,200000
16568,1,2,2,77,4,5619,600000
16569,48,1,2,83,1,2511,1300000
16570,120,2,2,33,4,6499,1400000
16571,4,1,2,3,1,6202,1400000
16572,12,1,2,32,1,6820,2000000
16573,1,2,2,98,4,4921,200000
16574,18,1,2,97,1,4711,1480000
16575,12,1,2,79,1,1410,500000
16576,144,2,2,83,4,2599,300000
16577,36,2,2,41,4,4752,100000
16578,1,1,2,34,1,2011,1100000
16579,72,2,2,79,4,1410,970000
16580,120,2,2,85,4,9522,1000000
16581,216,2,2,41,5,4772,15000000
16582,1,2,2,45,4,4799,1000000
16583,24,1,2,99,4,4520,850000
16584,3,2,2,77,4,1081,700000
16585,3,1,2,40,1,4721,1350000
16586,2,1,2,53,1,5611,1200000
16587,10,1,2,57,1,9602,1200000
16588,84,2,2,41,5,1410,2000000
16589,120,1,2,91,1,1702,908526
16590,48,1,2,53,1,5613,1700000
16591,24,1,2,95,1,4111,900000
16592,12,1,2,95,1,4111,600000
16593,2,1,2,3,1,1089,908526
16594,6,1,2,38,1,8220,200000
16595,324,1,2,52,1,5511,1196526
16596,72,2,2,83,4,2511,900000
16597,24,1,2,78,1,1410,300000
16598,300,1,2,12,2,8424, 
16599,84,1,2,87,1,2819,1400000
16600,60,2,2,79,4,9529,30000
16601,48,2,2,53,4,5619,400000
16602,18,1,2,39,1,7810,908526
16603,36,2,2,45,6,1081, 
16604,36,2,2,77,4,1081,600000
16605,1,1,2,58,1,4210,908526
16606,24,2,2,45,6,1081, 
16607,18,1,2,85,1,4321,908526
16608,24,2,2,41,4,4759,300000
16609,8,1,2,97,1,2750,908526
16610,6,1,2,3,1,4321,908526
16611,36,1,2,3,1,3520,908526
16612,4,1,2,54,3,9700,720000
16613,144,1,2,39,1,2023,1200000
16614,12,2,2,13,4,8559,800000
16615,120,1,2,53,1,5611,514000
16616,24,1,2,45,1,4774, 
16617,48,1,2,44,1,4774,1200000
16618,24,1,2,97,1,4711,1000000
16619,6,1,2,45,1,3290,908526
16620,12,1,2,83,1,2511,1300000
16621,1,1,2,39,1,8610,680000
16622,84,1,2,3,1,125,908526
16623,24,1,2,33,1,6412,1200000
16624,3,1,2,8,1,4741,2200000
16625,3,2,2,41,4,4719,0
16626,30,2,2,41,4,4729,600000
16627,30,2,2,41,4,4729,600000
16628,108,1,2,98,1,4923,1270000
16629,6,1,2,55,1,2229,908526
16630,2,1,2,90,1,2229,908526
16631,12,1,2,84,1,2920,908526
16632,12,1,2,95,1,4111,1200000
16633,1,1,2,95,1,4111,908526
16634,2,1,2,95,1,4290,1400000
16635,36,1,2,97,1,4923,400000
16636,36,1,2,90,1,2229,200000
16637,12,2,2,87,4,3311,600000
16638,5,1,2,95,1,4111,1200000
16639,24,2,2,45,4,4781,700000
16640,48,1,2,37,1,4759,908526
16641,1,1,2,95,1,4210,1600000
16642,1,1,2,95,1,4210,1200000
16643,1,2,2,54,4,8121,360000
16644,36,1,2,99,1,3514,908526
16645,12,2,2,97,4,5224,150000
16646,1,1,2,54,3,9700,530000
16647,1,1,2,62,1,8130,600000
16648,21,1,2,95,1,4111,700000
16649,216,1,2,53,1,5611,960000
16650,480,2,2,79,4,9529,350000
16651,48,2,2,62,4,161,150000
16652,120,1,2,87,1,6820,1400000
16653,12,1,1,39,4,8412,1650000
16654,1,1,2,95,1,4111,800000
16655,48,1,2,53,1,5611,320000
16656,144,1,2,33,1,2930,908526
16657,5,1,2,13,4,8551, 
16658,144,2,2,2,4,7110,3000000
16659,24,1,2,54,3,9700,908526
16660,24,1,2,45,1,4752,908526
16661,12,1,2,62,8,121,720000
16662,12,2,2,37,4,5320,120000
16663,5,1,2,55,1,6820,908526
16664,2,2,2,98,4,4921,200000
16665,60,2,2,41,4,4711,200000
16666,180,1,1,59,4,8610,908526
16667,2,1,2,95,1,4111,800000
16668,24,1,1,95,1,4210,1048526
16669,84,1,2,95,1,9329,908526
16670,144,2,2,98,4,4921,900000
16671,36,2,2,54,4,8121,600000
16672,20,1,2,45,1,4724,1558526
16673,5,2,2,99,4,4520,240000
16674,30,1,1,8,1,6202,4200000
16675,2,2,2,98,5,4921,1000000
16676,18,1,2,55,1,4752,150000
16677,2,1,2,36,1,4921,400000
16678,84,1,2,59,1,8610,1100000
16679,2,1,2,54,3,9700,192000
16680,5,1,2,21,1,4520,908526
16681,48,1,2,79,1,1410,1500000
16682,60,1,2,39,4,8413,2000000
16683,2,1,2,98,1,4923,600000
16684,1,1,2,95,1,4210,1500000
16685,24,1,2,42,1,7310,2700000
16686,6,1,2,6,4,8610,1800000
16687,48,1,2,85,1,4321,908526
16688,10,1,2,16,1,7310,1500000
16689,2,1,1,39,1,8220,958526
16690,6,2,2,77,4,1040,50000
16691,4,1,2,39,1,7730,1300000
16692,1,2,2,13,4,8559,75000
16693,480,2,2,93,4,9524,400000
16694,144,1,2,55,1,6820,908526
16695,30,2,2,99,4,3830,700000
16696,15,2,2,99,6,3830, 
16697,1,2,2,99,4,4520,400000
16698,2,1,2,79,4,1410,500000
16699,120,2,2,57,4,9602, 
16700,120,2,2,57,4,9602, 
16701,6,1,2,62,1,125,908526
16702,60,2,2,54,4,8121,200000
16703,36,2,2,99,4,3830,200000
16704,6,1,2,39,1,4711,908526
16705,14,2,2,95,4,1630,100000
16706,48,1,2,33,1,8523,908526
16707,6,1,2,59,1,8622,908526
16708,24,1,2,85,1,6120,1200000
16709,36,1,2,55,1,9602,700000
16710,48,1,2,79,4,1410,500000
16711,96,1,2,50,1,5511,1500000
16712,18,1,2,40,1,4721,800000
16713,36,1,2,8,4,6201, 
16714,300,1,2,54,3,9700,1350000
16715,11,1,2,13,1,8530,1000000
16716,60,1,2,35,1,4759,908526
16717,60,1,2,45,1,4771,908526
16718,312,1,1,21,1,4731,6750000
16719,37,1,1,13,1,8544,1520000
16720,11,2,2,41,4,4719,300000
16721,11,1,2,3,4,2410,5800000
16722,36,1,2,16,1,9004,2500000
16723,1,1,2,13,4,9101, 
16724,20,2,2,11,4,6920,750000
16725,12,2,2,2,4,7110,3000000
16726,24,2,2,41,5,4771, 
16727,24,2,2,41,5,4771, 
16728,12,2,2,45,5,4649, 
16729,6,1,2,6,4,8622,3000000
16730,14,2,2,53,4,5611, 
16731,18,1,2,21,1,6202,10000000
16732,50,1,2,21,1,8621,9700000
16733,36,1,2,12,2,8412,7200000
16734,8,1,2,21,1,4111, 
16735,28,1,2,59,1,3600,1352000
16736,300,2,2,95,4,4111,600000
16737,55,1,2,58,1,6820,908526
16738,2,1,2,58,1,6820,908526
16739,24,1,2,34,1,4759,908526
16740,10,2,2,41,4,4711,500000
16741,120,2,2,45,4,4792,200000
16742,4,1,2,16,1,2825,908526
16743,6,1,2,8,1,6311, 
16744,14,2,1,54,4,8121,900000
16745,1,2,2,55,4,8121,45000
16746,24,1,2,45,1,4771,800000
16747,36,1,2,3,1,4290,1200000
16748,2,1,2,98,1,5221,908526
16749,36,1,2,58,1,8512,1300000
16750,110,1,2,39,1,1040,908526
16751,1,1,2,54,3,9700,130000
16752,6,1,2,98,1,4923,908526
16753,3,1,2,97,1,4923, 
16754,36,1,2,58,1,6820,908526
16755,5,1,2,55,1,7730,350000
16756,12,2,2,21,4,9499, 
16757,70,1,2,12,2,6531,4800000
16758,12,1,2,12,1,2029,2800000
16759,24,1,2,12,4,8414,4130000
16760,180,1,2,84,1,1040,1200000
16761,4,1,2,18,1,8530,1200000
16762,60,2,2,8,4,6201,50000
16763,412,1,2,3,1,4659,1450000
16764,480,1,2,15,1,6391,5000000
16765,480,2,2,16,4,9005,0
16766,0,2,2,53,4,5611,0
16767,2,1,1,45,1,4711,928000
16768,2,2,2,53,7,5630, 
16769,2,2,2,45,4,4781, 
16770,1,2,2,45,4,4721, 
16771,48,1,2,45,1,4752,1400000
16772,144,1,2,93,1,3110,1100000
16773,3,1,2,87,1,4322,908526
16774,1,1,2,21,4,6820,800000
16775,132,2,2,11,4,6920, 
16776,48,1,2,55,1,9491,908526
16777,12,2,2,16,4,7310,300000
16778,96,1,2,21,1,6511,5000000
16779,0,1,2,39,2,8415,1800000
16780,9,1,2,8,1,6201,2000000
16781,240,2,2,12,4,6910, 
16782,98,2,2,44,4,6820, 
16783,8,1,2,9,1,7010, 
16784,13,2,2,79,4,1410,300000
16785,2,1,2,11,1,4741,1500000
16786,12,1,2,92,4,5811,1200000
16787,60,1,2,98,1,4752,1200000
16788,60,1,2,62,1,141,968526
16789,120,1,2,59,1,9609,908526
16790,6,2,2,61,5,8130,900000
16791,6,1,2,62,1,8130,200000
16792,49,2,2,55,4,8121,350000
16793,4,2,1,13,4,8559,180000
16794,5,1,2,13,1,8530,1400000
16795,8,1,2,2,1,610,3500000
16796,84,1,1,13,2,8530,2800000
16797,120,1,2,39,1,125,1200000
16798,80,1,2,99,1,3600,908526
16799,48,1,2,55,1,8412,908526
16800,240,1,2,54,3,9700,80000
16801,8,2,2,54,4,8890,100000
16802,360,2,2,95,5,4111, 
16803,3,1,2,95,1,4111,908526
16804,36,1,2,45,1,4729,1500000
16805,5,2,2,13,4,8559,60000
16806,60,1,2,45,1,113,908526
16807,48,1,2,11,1,8291,908526
16808,480,2,2,79,4,9529,100000
16809,120,1,2,3,1,2920,2200000
16810,48,1,2,58,1,6820,1300000
16811,240,2,2,77,4,5619,0
16812,36,2,2,3,4,7110,100000
16813,1,1,1,3,4,8412,2500000
16814,80,1,2,58,1,6820,908526
16815,60,1,2,95,1,4111,1000000
16816,2,1,2,81,1,3110,600000
16817,60,2,2,21,5,4923,500000
16818,180,2,2,59,5,4774,700000
16819,12,1,2,1,1,2100,8000000
16820,4,1,2,13,1,8544,1150000
16821,24,1,2,21,1,2100,1700000
16822,180,1,2,59,1,4773,1400000
16823,2,1,2,96,1,4322,920000
16824,360,1,2,39,1,1040,1600000
16825,120,2,2,98,4,4921,2000000
16826,3,2,2,41,4,4669, 
16827,3,1,2,54,1,8121,1058526
16828,24,1,2,12,4,6495,2000000
16829,180,2,2,12,4,6910,600000
16830,70,2,2,98,5,4923, 
16831,240,2,2,7,4,8512,1900000
16832,1,2,2,45,4,4792,396000
16833,3,1,2,95,1,6820,908526
16834,24,2,2,34,4,6311,600000
16835,7,2,2,93,4,4330,950000
16836,19,2,2,98,4,4921,300000
16837,24,1,2,45,1,4511,4000000
16838,1,2,2,97,4,5224,300000
16839,2,1,2,53,1,5613,1028526
16840,276,1,2,21,2,8414,2900000
16841,0,1,2,32,1,5511,292000
16842,36,1,2,98,1,1011,1800000
16843,276,1,2,21,1,2011,2710000
16844,180,2,2,16,5,1410, 
16845,32,1,2,11,2,3600,6500000
16846,18,1,2,21,1,2100,20300000
16847,120,1,2,19,4,8422,4800000
16848,132,1,2,6,1,8622,4074000
16849,3,1,2,16,1,9900,600000
16850,36,1,2,21,1,8610, 
16851,36,1,2,11,1,6920, 
16852,96,2,2,16,4,9004,0
16853,24,1,2,8,1,5613,6000000
16854,24,2,2,2,4,7110,8000000
16855,24,2,2,77,4,1081,400000
16856,144,1,2,54,3,9700,1308526
16857,1,1,2,62,1,6820,908526
16858,3,1,2,6,1,7500,1000000
16859,120,1,2,40,1,4620,3000000
16860,252,1,2,13,2,8530,3000000
16861,120,1,2,21,1,6412, 
16862,120,1,2,62,1,125,908526
16863,6,1,2,98,4,4921, 
16864,1,1,2,59,3,9700,1520000
16865,60,2,2,11,4,6920,5000000
16866,48,1,2,3,1,610,2500000
16867,204,1,2,13,2,8513,2100000
16868,200,2,2,63,4,220,500000
16869,12,1,2,97,1,1104,1000000
16870,180,2,2,61,4,122,300000
16871,220,1,2,13,2,8530,3300000
16872,150,2,2,98,4,4921,400000
16873,160,1,2,45,1,4711,650000
16874,4,1,2,53,1,5630,800000
16875,4,1,2,53,1,5630,800000
16876,6,1,2,58,1,8010,2000000
16877,4,1,2,59,4,9499,1100000
16878,56,2,2,53,4,5611,200000
16879,18,1,2,45,1,4711,1500000
16880,0,1,2,45,1,4711,800000
16881,60,2,2,64,4,311,800000
16882,220,2,2,73,4,220,500000
16883,124,2,2,45,4,4781,300000
16884,60,1,2,13,1,9499,1570000
16885,6,1,2,3,4,3513,2500000
16886,3,1,2,19,4,9499,1150000
16887,6,1,2,59,4,9499,1100000
16888,48,2,2,41,4,4711, 
16889,160,2,2,64,4,311,500000
16890,160,1,2,13,2,8513,2000000
16891,11,1,2,95,1,3110,900000
16892,336,1,2,13,2,8530,2400000
16893,48,1,2,62,8,122,500000
16894,48,1,2,62,8,122,600000
16895,300,1,2,21,1,3511,3000000
16896,264,1,2,13,2,8513,3000000
16897,16,1,2,21,2,8415,3000000
16898,372,1,2,13,2,8530,3500000
16899,336,1,2,13,2,8530,3000000
16900,120,2,2,77,4,5619,500000
16901,120,2,2,77,4,5619,500000
16902,120,1,2,21,2,8413,2700000
16903,41,1,2,13,4,8890,1400000
16904,60,1,2,95,4,4112,1100000
16905,36,2,2,61,4,122,600000
16906,600,2,2,61,5,122,1000000
16907,24,2,2,98,4,4921,1100000
16908,48,1,2,39,1,8621,1800000
16909,240,1,2,97,1,4752,600000
16910,12,1,2,98,1,5021,500000
16911,96,2,2,97,4,5224,300000
16912,12,2,2,51,4,5611,700000
16913,200,2,2,61,4,150,900000
16914,180,2,2,41,5,4663, 
16915,144,1,2,20,2,8424,2200000
16916,12,2,2,98,4,4921,500000
16917,12,1,2,55,3,9700,900000
16918,24,1,2,39,4,9499,1350000
16919,36,1,2,39,2,8424,5200000
16920,86,1,2,40,1,4771,1000000
16921,168,1,2,97,1,210,1000000
16922,84,1,2,54,3,9700,300000
16923,160,2,2,41,5,4711,8000000
16924,36,2,2,57,4,9602,1000000
16925,360,1,2,13,2,8530,2800000
16926,5,1,2,45,1,4711,200000
16927,28,1,2,53,1,5619,400000
16928,360,2,2,81,4,3110,200000
16929,240,1,2,81,1,3110,830000
16930,120,2,2,61,4,122,850000
16931,384,1,2,13,2,8530,4000000
16932,24,2,2,3,4,6190,900000
16933,5,1,2,21,4,8413,2700000
16934,276,1,2,13,2,8530,3000000
16935,60,2,2,77,4,5619,400000
16936,360,1,2,13,2,8530,4000000
16937,360,1,2,13,2,8530,3000000
16938,300,1,2,13,2,8530,3200000
16939,96,1,2,64,1,312,800000
16940,120,2,2,95,4,1630,1200000
16941,147,1,2,73,1,220,700000
16942,360,1,2,13,2,8530,3200000
16943,60,1,2,6,2,8413,2700000
16944,84,2,2,51,5,5611,1200000
16945,7,2,2,3,4,4542,600000
16946,12,2,2,2,4,7110,2000000
16947,24,1,2,33,1,4711,1300000
16948,18,1,2,39,1,4711,1150000
16949,4,2,2,98,4,4923,150000
16950,96,2,2,95,4,4111,300000
16951,8,2,2,95,4,4330,680000
16952,72,2,2,55,4,8121,400000
16953,120,2,2,55,4,8121,400000
16954,240,2,2,97,4,5224,600000
16955,3,2,2,53,4,5611,400000
16956,240,2,2,97,4,5224,500000
16957,204,2,2,97,4,5224,800000
16958,84,2,2,57,4,9602,450000
16959,6,2,2,16,6,9602, 
16960,36,1,2,45,1,4759,900000
16961,0,1,2,45,1,4752,600000
16962,240,2,2,61,4,113, 
16963,300,2,2,16,4,4774,100000
16964,1,2,2,45,4,4792,100000
16965,1,1,2,3,1,4620,997000
16966,60,2,2,41,5,4711,1500000
16967,480,2,1,61,5,127, 
16968,360,2,2,21,5,1081,2000000
16969,24,1,2,13,1,8530,1500000
16970,36,1,2,13,1,8530,1500000
16971,2,2,2,61,4,161,200000
16972,240,2,2,79,4,9529,150000
16973,360,2,2,61,4,123,1000000
16974,24,1,2,32,1,4620,1014980
16975,1,1,2,59,1,8610,940000
16976,96,2,2,41,4,4751,1000000
16977,120,2,2,39,6,4759, 
16978,240,2,2,41,4,4759, 
16979,2,2,2,97,4,4772,100000
16980,4,1,2,97,1,4665,700000
16981,2,1,2,95,4,4711,3000000
16982,6,1,2,12,4,8610, 
16983,156,2,2,41,5,4632, 
16984,120,2,2,41,5,4632, 
16985,72,2,2,45,4,4799,1500000
16986,24,1,2,45,1,4759,1097000
16987,240,2,2,53,4,5619,150000
16988,84,2,2,77,4,1081,700000
16989,120,2,2,99,4,4542,200000
16990,168,2,2,99,4,4542,400000
16991,12,2,2,57,4,9602,90000
16992,24,1,2,20,4,8411,900000
16993,36,2,2,98,4,4923,1500000
16994,48,2,2,98,4,4923,2000000
16995,36,2,2,41,4,4752,0
16996,24,2,2,39,4,4752,0
16997,36,2,1,53,4,5619,870000
16998,24,2,2,84,4,4542,120000
16999,2,2,2,84,4,4542,80000
17000,120,2,2,41,6,4771, 
17001,120,2,2,41,4,4771,500000
17002,12,2,2,45,4,4792,50000
17003,120,2,2,61,4,161,600000
17004,188,1,2,58,2,8423,2000000
17005,22,1,2,81,1,3110,908000
17006,36,2,2,16,4,7110,500000
17007,12,1,1,54,3,9700,350000
17008,360,2,2,61,4,123,700000
17009,192,1,2,13,2,8521,3800000
17010,1,2,2,41,4,4771,0
17011,24,1,2,6,4,8610,1000000
17012,156,1,2,6,4,8610,3500000
17013,120,2,2,5,4,7490,1200000
17014,84,1,2,3,1,4321,997000
17015,132,2,2,54,4,8121,100000
17016,180,1,2,98,2,3600,1400000
17017,24,2,2,13,4,8559,0
17018,300,1,2,39,2,8621,2500000
17019,204,1,2,13,2,8513,2000000
17020,96,1,2,13,2,8890,1000000
17021,240,2,2,54,4,8121,120000
17022,1,2,2,61,4,123,150000
17023,3,1,2,45,1,4754,1108000
17024,24,2,2,61,4,121,600000
17025,7,2,2,54,4,8121,240000
17026,48,2,2,45,4,4723,500000
17027,45,1,2,40,1,4721,2200000
17028,6,1,2,95,1,4112,800000
17029,12,2,2,53,4,5619, 
17030,2,1,2,62,8,123,800000
17031,12,1,2,99,4,4520,650000
17032,10,1,2,99,4,4520,600000
17033,1,1,2,95,1,4210,908526
17034,2,1,2,95,1,4111,800000
17035,5,1,2,97,1,4711,908526
17036,6,1,2,50,1,5530,400000
17037,3,2,2,99,4,3830,150000
17038,2,2,2,99,4,3830,300000
17039,24,1,2,53,1,5613,1040000
17040,13,1,2,53,1,5511,1000000
17041,1,1,2,99,1,5611,640000
17042,180,1,2,13,2,8530,3100000
17043,120,1,2,45,1,4759,908526
17044,12,1,2,45,4,4792,200000
17045,168,2,2,84,5,4520,3000000
17046,6,2,2,53,4,5619,100000
17047,12,1,2,58,1,3511,908526
17048,0,1,2,62,8,123,600000
17049,48,1,2,45,1,4761,908526
17050,12,2,2,77,4,5619,800000
17051,2,2,2,55,4,8121,200000
17052,6,2,2,77,4,5619,120000
17053,3,1,2,62,8,123,840000
17054,24,1,2,45,4,4792,200000
17055,5,1,2,55,1,8551,908526
17056,35,1,2,93,1,4330,1200000
17057,77,1,2,32,1,8413,250000
17058,36,1,2,58,1,6820,1200000
17059,72,1,2,53,1,5611,1350000
17060,8,2,2,98,4,4923, 
17061,50,2,2,41,4,4711, 
17062,288,1,2,95,2,8412,2000000
17063,3,2,2,93,4,4330,1200000
17064,12,2,2,59,4,8129, 
17065,12,1,2,77,1,1040,908526
17066,5,1,2,83,1,4663,908526
17067,5,1,2,33,1,6412,908526
17068,153,1,2,45,1,4719,700000
17069,48,1,2,45,1,4719,100000
17070,8,1,2,54,3,9700,908526
17071,60,1,2,97,1,4663,1000000
17072,36,1,2,45,1,5613,700000
17073,3,1,2,55,1,4711,360000
17074,5,1,2,97,1,4711,908526
17075,150,1,2,55,2,8530,1478000
17076,3,1,2,95,1,4111,908526
17077,1,1,2,62,8,123,420000
17078,17,1,2,95,1,4111,1200000
17079,3,1,2,54,3,9700,840000
17080,13,1,2,95,1,4210,908526
17081,2,1,2,62,8,123,600000
17082,11,1,2,62,8,123,800000
17083,48,1,2,54,3,9700,640000
17084,1,1,2,95,1,4210,908526
17085,0,1,2,62,1,9499,908526
17086,480,2,2,97,4,5224,500000
17087,3,2,2,59,4,9609,450000
17088,144,2,2,53,4,5619,1800000
17089,144,2,2,53,6,5619, 
17090,24,2,2,53,6,5619, 
17091,24,2,2,97,6,5619, 
17092,1,1,2,95,1,4111,960000
17093,36,1,2,83,1,2593,908526
17094,42,1,2,33,1,4711,908526
